#
# Full target list for orbit 97, sector 45
# Created Tue Nov  2 12:27:10 EDT 2021 
# Concatenation of GI astero exo bright DDT ppas spm1 GI2 exo2 lists
#
# TICID	      Camera   CCD	Tmag	   RA		  Dec
   990474	4	3	11.52	165.4458	 -0.1904
   990692	4	3	10.87	165.4572	 -1.2473
   990827	4	3	10.03	165.4591	 -2.0576
   990903	4	3	 3.12	165.4570	 -2.4848
   990995	4	3	 8.66	165.4595	 -2.9356
   991159	4	3	 8.83	165.4193	 -3.8141
   991185	4	3	11.34	165.4669	 -3.9258
   991642	4	3	11.21	165.6288	 -5.9167
   991858	4	3	11.36	165.5717	 -4.7957
   992137	4	3	 5.99	165.6532	 -3.5127
   992152	4	3	10.92	165.5767	 -3.4561
   992503	4	3	11.23	165.6282	 -1.5522
   992800	4	3	 7.06	165.6382	 -0.0935
   992915	4	3	11.37	165.6679	 -0.2510
  1006543	4	3	11.48	165.6609	 -3.2179
  1006569	4	3	11.44	165.7164	 -3.3517
  1006635	4	3	11.21	165.6912	 -3.6573
  1006824	4	3	11.42	165.7455	 -4.5876
  1006859	4	3	11.53	165.7364	 -4.7611
  1007241	4	3	11.15	165.8532	 -5.2639
  1007434	4	3	10.54	165.8590	 -4.3715
  1007994	4	3	11.43	165.8804	 -1.5453
  1008115	4	3	 8.12	165.8388	 -0.9255
  1008153	4	3	 5.87	165.8105	 -0.7530
  1008348	4	3	 4.93	165.9021	 -0.0008
  1008352	4	3	 7.30	166.0061	 -0.0311
  1008384	4	3	10.94	165.9965	 -0.1963
  1008411	4	3	10.96	165.9567	 -0.3509
  1008449	4	3	12.21	165.9539	 -0.5885
  1008555	4	3	10.22	165.9931	 -1.0812
  1008588	4	3	11.07	165.9180	 -1.3160
  1008931	4	3	 5.15	165.9091	 -3.2043
  1008972	4	3	11.10	165.8978	 -3.4403
  1009100	4	3	10.39	165.9751	 -4.0577
  1009252	4	3	 8.75	165.9143	 -4.7903
  1009300	4	3	10.10	165.9632	 -5.0992
  1025809	4	3	11.17	166.1067	 -5.6682
  1026097	4	3	10.98	166.1090	 -4.2369
  1026530	4	3	11.27	166.0340	 -1.8381
  1026587	4	3	10.27	166.1079	 -1.4672
  1026788	4	3	12.80	166.1047	 -0.4220
  1026849	4	3	11.37	166.0199	 -0.1472
  1043640	3	4	12.96	154.1173	 23.8462
  1068291	3	4	12.00	154.7411	 23.8765
  1710855	4	2	10.21	155.6755	 -0.7650
  1711128	4	2	 8.64	155.7606	 -0.3556
  1711443	4	2	 9.92	155.7999	 -1.6809
  1713190	4	2	10.93	155.8590	 -2.0945
  1713395	4	2	 8.67	155.8943	 -1.1493
  1713457	4	2	 5.64	155.8686	 -0.9025
  1713865	4	2	11.46	155.9707	 -0.8863
  1730255	4	2	11.44	155.9865	 -1.3552
  1732565	4	2	11.04	156.1905	 -0.1676
  1732730	4	2	 7.55	156.2128	 -0.4020
  1749937	4	2	10.01	156.3782	 -0.5322
  1750038	4	2	 9.96	156.3679	 -0.0966
  1827443	1	3	10.91	 78.7243	 31.7935
  1827590	1	3	10.99	 78.5900	 31.7413
  1827744	1	3	 9.78	 78.6909	 31.6897
  1828620	1	3	 5.75	 78.6642	 31.4017
  1830614	1	3	 8.00	 78.6603	 30.6715
  1830904	1	3	 9.92	 78.6618	 30.5747
  1832556	1	3	11.89	 78.6077	 30.0171
  1832935	1	3	11.48	 78.8137	 29.9851
  1840666	1	3	 4.82	 78.8515	 32.6877
  1841543	1	3	10.04	 78.7935	 33.0133
  1941904	1	3	10.30	 78.9551	 34.6996
  1942416	1	3	 7.18	 78.9717	 34.4224
  1945684	1	3	 9.92	 78.9396	 32.4628
  1950843	1	3	12.79	 79.0325	 30.6524
  1950893	1	3	 8.16	 79.0456	 30.6815
  2004993	1	3	 9.06	 79.1259	 33.1627
  2006984	1	3	 5.71	 79.0756	 34.3126
  2008000	1	3	10.97	 79.0381	 34.9336
  2013258	1	3	12.76	 79.2740	 33.9915
  2014191	1	3	 9.20	 79.2534	 33.4523
  2096047	1	3	10.86	 79.2797	 31.6645
  2098122	1	3	11.00	 79.2348	 30.4259
  2098201	1	3	 8.63	 79.1948	 30.3793
  2102329	1	3	 5.49	 79.3793	 31.8240
  2104696	1	3	 8.67	 79.3848	 33.1246
  2105589	1	3	 7.97	 79.3987	 33.5935
  2143575	1	3	 8.26	 79.3461	 35.2037
  2149979	1	3	 3.42	 79.5443	 33.3706
  2151572	1	3	 9.90	 79.5306	 32.8909
  2228954	1	3	12.35	 79.6143	 30.1470
  2234692	1	3	12.80	 79.6296	 33.1463
  2234723	1	3	 8.19	 79.6298	 33.1645
  2236015	1	3	 6.21	 79.5788	 33.7672
  2236662	1	3	12.68	 79.6380	 34.0654
  2237045	1	3	10.13	 79.6296	 34.2518
  2333933	1	3	11.32	 79.8263	 34.5404
  2334539	1	3	 9.26	 79.8132	 34.2432
  2335562	1	3	 5.52	 79.7502	 33.7482
  2341087	1	3	11.18	 79.7902	 31.0100
  2341744	1	3	11.65	 79.7496	 30.7082
  2342986	1	3	10.44	 79.7576	 30.1035
  2429093	1	3	11.45	 79.9459	 32.2188
  2430256	1	3	12.04	 79.9687	 32.7666
  2433001	1	3	 6.26	 79.8492	 33.9853
  2433753	1	3	13.36	 79.8928	 34.3427
  2504200	1	3	11.80	 80.0808	 34.3751
  2505046	1	3	 4.69	 80.0038	 33.9580
  2507547	1	3	 6.48	 80.0031	 32.7854
  2510152	1	3	 8.36	 80.0724	 31.4802
  2510963	1	3	11.41	 80.0996	 31.0506
  2513761	1	3	11.12	 80.2258	 30.0963
  2514016	1	3	 8.04	 80.2339	 30.2241
  2515421	1	3	15.63	 80.1601	 30.8059
  2593217	1	3	10.81	 80.1317	 32.6039
  2594287	1	3	 9.49	 80.2254	 33.0860
  2595273	1	3	11.32	 80.1347	 33.5257
  2596803	1	3	 5.85	 80.2081	 34.2675
  2597097	1	3	13.66	 80.2600	 34.4170
  2598807	1	3	 9.09	 80.1565	 35.2321
  2601692	1	3	12.67	 80.3578	 35.2706
  2603570	1	3	10.28	 80.3372	 34.3968
  2603937	1	3	 9.73	 80.2662	 34.2223
  2676497	1	3	 8.87	 80.3407	 33.3854
  2678500	1	3	11.34	 80.2743	 32.4302
  2679439	1	3	 8.90	 80.3885	 31.9679
  2679752	1	3	10.08	 80.3087	 31.8211
  2684176	1	3	10.69	 80.5157	 30.2548
  2686265	1	3	 7.53	 80.5386	 31.3730
  2688613	1	3	 6.39	 80.4538	 32.5111
  2689133	1	3	10.27	 80.4092	 32.7588
  2767741	1	3	15.95	 80.4325	 33.3658
  2776401	1	3	10.02	 80.6064	 34.5831
  2776520	1	3	 9.56	 80.5922	 34.5243
  2777700	1	3	10.28	 80.6333	 33.9977
  2778003	1	3	 8.01	 80.6096	 33.8598
  2778144	1	3	 9.59	 80.5808	 33.8001
  2778177	1	3	 9.87	 80.5825	 33.7862
  2778803	1	3	 8.79	 80.6221	 33.5140
  2778872	1	3	11.43	 80.6688	 33.4915
  2778879	1	3	12.04	 80.6431	 33.4891
  2778931	1	3	11.43	 80.5768	 33.4725
  2779013	1	3	10.08	 80.6833	 33.4407
  2779096	1	3	13.03	 80.6528	 33.4109
  2779166	1	3	12.50	 80.6541	 33.3870
  2779211	1	3	 9.63	 80.6653	 33.3717
  2779347	1	3	 8.96	 80.6671	 33.3193
  2847687	1	3	10.39	 80.6658	 30.6963
  2848024	1	3	10.95	 80.5862	 30.5188
  2849758	1	3	10.08	 80.7852	 30.2244
  2850290	1	3	14.12	 80.7681	 30.4829
  2851608	1	3	 8.93	 80.7738	 31.1585
  2852467	1	3	11.81	 80.7479	 31.5692
  2852469	1	3	 9.77	 80.8179	 31.5700
  2853085	1	3	12.50	 80.6992	 31.8617
  2854318	1	3	10.67	 80.7866	 32.5245
  2855970	1	3	10.60	 80.8035	 33.3153
  2856124	1	3	12.28	 80.7413	 33.3687
  2856176	1	3	11.35	 80.7176	 33.3843
  2856211	1	3	11.91	 80.7238	 33.3921
  2856252	1	3	13.10	 80.7443	 33.4009
  2856355	1	3	 9.30	 80.6938	 33.4196
  2856436	1	3	12.35	 80.7397	 33.4334
  2856498	1	3	11.14	 80.6865	 33.4435
  2856528	1	3	11.08	 80.7065	 33.4479
  2856693	1	3	 9.94	 80.6993	 33.4761
  2856912	1	3	10.98	 80.7594	 33.5270
  2857009	1	3	10.48	 80.8098	 33.5641
  2857080	1	3	11.59	 80.7423	 33.5964
  2857242	1	3	10.12	 80.6882	 33.6695
  2934856	1	3	10.44	 80.7481	 34.6625
  2938673	1	3	 8.77	 82.0407	 35.4926
  2938831	1	3	10.41	 82.0512	 35.4311
  2939367	1	3	 9.34	 82.0404	 35.2817
  2940839	1	3	 8.14	 81.9683	 34.7828
  2941693	1	3	10.37	 81.9659	 34.5133
  2941914	1	3	10.66	 82.0255	 34.4561
  2942142	1	3	 9.52	 82.0296	 34.4240
  2942298	1	3	 9.70	 82.0349	 34.3959
  2944024	1	3	 5.94	 82.0040	 33.7624
  2944381	1	3	 9.78	 81.9600	 33.6233
  2945216	1	3	10.15	 82.0400	 33.3131
  3027250	1	3	 8.43	 82.1032	 30.0205
  3027681	1	3	13.30	 82.2151	 30.2275
  3030849	1	3	 9.84	 82.1423	 31.7232
  3032291	1	3	 9.44	 82.2232	 32.3700
  3032519	1	3	 4.88	 82.2204	 32.4774
  3033448	1	3	 8.00	 82.1469	 32.8657
  3033649	1	3	11.09	 82.1773	 32.9441
  3034524	1	3	16.51	 82.1420	 33.3060
  3093157	1	3	12.08	 82.2116	 34.2992
  3093327	1	3	10.56	 82.1254	 34.3358
  3095329	1	3	 5.72	 82.1101	 34.6974
  3095965	1	3	10.59	 82.1919	 34.7806
  3097389	1	3	 9.10	 82.1773	 35.0137
  3115458	1	3	11.54	 82.2961	 33.7436
  3117647	1	3	 9.43	 82.3082	 32.8594
  3211507	1	3	 9.96	 82.2891	 32.5597
  3213418	1	3	11.38	 82.3256	 31.7291
  3213430	1	3	10.93	 82.2440	 31.7229
  3216596	1	3	11.56	 82.3244	 30.2259
  3224605	1	3	11.99	 82.3849	 33.2468
  3225069	1	3	 8.28	 82.4147	 33.4515
  3225114	1	3	 8.19	 82.4116	 33.4677
  3308690	1	3	 8.33	 82.4663	 34.0462
  3311237	1	3	 5.97	 82.4319	 35.1086
  3311476	1	3	 9.54	 82.4964	 35.2027
  3311515	1	3	10.29	 82.4440	 35.2172
  3311888	1	3	 6.89	 82.4277	 35.3750
  3316641	1	3	 9.38	 82.6357	 34.5931
  3317072	1	3	11.31	 82.6116	 34.4215
  3317703	1	3	13.60	 82.6254	 34.1671
  3364732	1	3	13.14	 82.5603	 31.1817
  3365218	1	3	 8.12	 82.5876	 30.9294
  3367234	1	3	13.98	 82.5744	 29.9392
  3369555	1	3	 8.35	 82.7015	 31.0374
  3370321	1	3	12.98	 82.7186	 31.4011
  3370567	1	3	 5.33	 82.6498	 31.5110
  3373254	1	3	11.23	 82.7267	 32.7681
  3373344	1	3	11.08	 82.7450	 32.8035
  3374585	1	3	10.64	 82.7653	 33.3208
  3453666	1	3	12.88	 82.7404	 34.3151
  3453811	1	3	12.67	 82.7779	 34.3721
  3461758	1	3	11.23	 82.8628	 34.2471
  3462120	1	3	10.89	 82.8596	 34.1861
  3462237	1	3	14.69	 82.8837	 34.1574
  3465530	1	3	11.90	 82.8040	 32.7193
  3465772	1	3	11.75	 82.8303	 32.6143
  3542277	1	3	 8.27	 82.8391	 31.9480
  3542929	1	3	10.64	 82.8885	 31.6394
  3543561	1	3	12.31	 82.8186	 31.3510
  3543567	1	3	10.11	 82.8150	 31.3492
  3544318	1	3	11.76	 82.8022	 30.9435
  3544794	1	3	10.63	 82.8588	 30.6989
  3546077	1	3	 8.12	 82.9007	 30.0330
  3547397	1	3	14.85	 82.9963	 30.4458
  3571398	1	3	13.84	 83.0006	 34.3118
  3572539	1	3	 9.12	 82.9508	 34.7734
  3572791	1	3	 7.55	 82.9397	 34.8819
  3572937	1	3	 8.82	 83.0471	 34.9401
  3574292	1	3	 8.12	 82.9307	 35.4912
  3575398	2	2	12.73	126.7988	 29.6931
  3575432	2	2	 8.10	126.7680	 29.5737
  3575626	2	2	 8.53	126.7960	 28.9328
  3575779	2	2	12.25	126.7236	 28.3973
  3575810	2	2	11.16	126.7918	 28.2762
  3575864	2	2	10.59	126.6983	 28.1252
  3575878	2	2	11.14	126.7162	 28.0972
  3576081	2	2	10.57	126.7852	 27.4357
  3576220	2	2	 5.99	126.6961	 26.9355
  3576222	2	2	 6.10	126.6951	 26.9344
  3576581	2	2	 9.27	126.8127	 25.7252
  3576767	2	2	 8.80	126.8087	 25.1568
  3577245	2	2	 9.36	126.8910	 24.2922
  3577548	2	2	 9.93	126.9371	 25.2427
  3577558	2	2	10.56	126.9559	 25.2692
  3577594	2	2	11.55	126.8888	 25.3703
  3577943	2	2	11.38	126.9185	 26.5013
  3577995	2	2	12.95	126.8713	 26.6733
  3578031	2	2	11.63	126.8573	 26.7520
  3578175	2	2	11.89	126.9276	 27.2134
  3578290	2	2	 9.20	126.9123	 27.5643
  3642586	2	2	10.49	126.9348	 27.6037
  3642629	2	2	12.13	126.9138	 27.6937
  3642637	2	2	11.38	126.8614	 27.7345
  3642664	2	2	 9.88	126.9152	 27.8416
  3642856	2	2	 9.23	126.8356	 28.4234
  3642974	2	2	11.51	126.8460	 28.8028
  3643171	2	2	11.43	126.8303	 29.4511
  3643195	2	2	11.26	126.8449	 29.5308
  3643371	2	2	12.93	127.0414	 29.7134
  3643428	2	2	11.80	127.0875	 29.4942
  3643459	2	2	11.70	127.0519	 29.4011
  3643547	2	2	 8.44	126.9646	 29.0883
  3643670	2	2	13.67	127.0780	 28.6525
  3643702	2	2	11.18	127.0039	 28.5536
  3644166	2	2	11.42	127.0808	 27.2190
  3644511	2	2	11.08	126.9583	 26.0939
  3644576	2	2	10.94	127.0168	 25.9305
  3644737	2	2	11.10	126.9567	 25.3580
  3644771	2	2	10.39	126.9954	 25.2680
  3645125	2	2	11.91	127.0044	 24.1588
  3645269	2	2	 5.82	127.1531	 24.1446
  3645378	2	2	 9.82	127.0939	 24.4997
  3645392	2	2	 8.38	127.1261	 24.5412
  3645415	2	2	10.74	127.1763	 24.5979
  3645653	2	2	14.34	127.1538	 25.3342
  3645667	2	2	11.19	127.0933	 25.3815
  3645899	2	2	11.12	127.2168	 26.1799
  3645940	2	2	12.24	127.1252	 26.2858
  3645982	2	2	11.90	127.1675	 26.4215
  3645998	2	2	11.22	127.1815	 26.4745
  3646072	2	2	 9.95	127.0983	 26.7057
  3646393	2	2	10.12	127.0962	 27.8038
  3646548	2	2	 9.75	127.1826	 28.3106
  3646793	2	2	13.58	127.1962	 29.1016
  3646799	2	2	 9.71	127.1623	 29.1215
  3646882	2	2	11.50	127.2189	 29.3912
  3647044	2	2	12.27	127.1790	 29.9661
  3647181	2	2	 8.28	127.3184	 29.4692
  3647213	2	2	 9.51	127.3490	 29.3527
  3647234	2	2	11.54	127.2566	 29.3044
  3662432	2	2	11.07	127.3277	 29.0326
  3662543	2	2	10.34	127.3260	 28.6370
  3662563	2	2	 8.13	127.2994	 28.5802
  3662565	2	2	10.88	127.3546	 28.5659
  3663029	2	2	11.18	127.2687	 27.0425
  3663120	2	2	10.12	127.2986	 26.7236
  3663154	2	2	10.31	127.3072	 26.6464
  3663779	2	2	10.54	127.3236	 24.6883
  3664250	2	2	11.01	127.4814	 24.6275
  3664898	2	2	10.50	127.4480	 26.7723
  3665095	2	2	11.51	127.4468	 27.3833
  3665102	2	2	12.12	127.4306	 27.4017
  3665189	2	2	12.23	127.3835	 27.6827
  3665213	2	2	11.28	127.3825	 27.7785
  3665269	2	2	14.03	127.4071	 27.9905
  3665321	2	2	11.03	127.4200	 28.1661
  3665440	2	2	10.41	127.4167	 28.5267
  3665517	2	2	12.54	127.3923	 28.7801
  3665674	2	2	10.09	127.4597	 29.3096
  3665682	2	2	12.35	127.4409	 29.3310
  3666051	2	2	 9.81	127.6133	 29.3341
  3666216	2	2	11.21	127.5459	 28.8540
  3666233	2	2	13.03	127.5574	 28.7708
  3666425	2	2	13.27	127.5020	 28.2390
  3666477	2	2	 8.23	127.5415	 28.0812
  3666558	2	2	10.10	127.5208	 27.8297
  3695648	2	2	 8.37	127.5011	 24.7388
  3696177	2	2	 9.84	127.7023	 24.6524
  3696300	2	2	11.11	127.6549	 25.0005
  3696312	2	2	12.01	127.7300	 25.0493
  3696356	2	2	 9.82	127.7110	 25.1516
  3697165	2	2	 9.78	127.7432	 27.7461
  3697457	2	2	12.57	127.6660	 28.7452
  3697545	2	2	11.06	127.6368	 29.0189
  3697787	2	2	10.43	127.7373	 29.7866
  3698161	2	2	10.94	127.8749	 28.8201
  3698174	2	2	10.33	127.7886	 28.7758
  3698382	2	2	10.76	127.8680	 28.0870
  3698403	2	2	11.00	127.8029	 28.0049
  3698647	2	2	11.32	127.7676	 27.1861
  3698734	2	2	10.47	127.7834	 26.9159
  3699152	2	2	11.27	127.8449	 25.7690
  3699158	2	2	 7.46	127.8160	 25.7402
  3699604	2	2	10.36	127.7849	 24.4383
  3699611	2	2	 8.59	127.8140	 24.4102
  3699708	2	2	 9.61	127.7797	 24.1196
  3699722	2	2	 5.41	127.8766	 24.0808
  3713629	2	2	10.86	127.9654	 25.7480
  3713657	2	2	10.80	127.9687	 25.8526
  3714087	2	2	 8.31	127.9473	 27.1484
  3714198	2	2	11.30	127.9863	 27.5111
  3714529	2	2	13.44	127.9299	 28.5410
  3714803	2	2	10.32	127.9513	 29.3836
  3714824	2	2	11.31	128.0047	 29.4672
  3714910	2	2	11.16	127.9064	 29.8409
  3715552	2	2	10.28	128.1351	 27.7932
  3716387	2	2	10.32	128.1394	 24.9552
  3716719	2	2	10.36	128.1493	 24.0159
  3716738	2	2	 5.49	128.2500	 24.0845
  3716817	2	2	10.35	128.1824	 24.3141
  3717001	2	2	11.49	128.2393	 24.9225
  3717225	2	2	 8.21	128.1591	 25.5750
  3753598	2	2	 8.33	128.2864	 28.3812
  3753999	2	2	10.83	128.3425	 27.0119
  3754176	2	2	11.41	128.3448	 26.4042
  3754247	2	2	11.11	128.3539	 26.1419
  3754639	2	2	10.36	128.2979	 24.9326
  3755225	2	2	 8.64	128.4494	 24.7790
  3756307	2	2	11.26	128.4167	 28.2668
  3756332	2	2	11.12	128.4789	 28.3273
  3756996	2	2	10.78	128.6124	 29.2580
  3797909	2	2	 8.14	128.5488	 27.4130
  3798472	2	2	11.23	128.6311	 25.7420
  3798990	2	2	11.33	128.6597	 24.1720
  3799272	2	2	10.92	128.8111	 24.5772
  3799379	2	2	11.49	128.8040	 24.9733
  3799517	2	2	10.39	128.7107	 25.4079
  3799869	2	2	 8.51	128.7738	 26.5565
  3799975	2	2	 9.21	128.7831	 26.9438
  3800877	2	2	 8.22	128.7993	 29.7824
  3803622	4	1	15.38	169.5361	 18.1397
  3906416	3	4	 8.80	151.3486	 24.7178
  3906447	3	4	10.20	151.3538	 24.5000
  3906481	3	4	10.67	151.3484	 24.2610
  3906637	3	4	11.41	151.4358	 24.5563
  3906723	3	4	10.73	151.4892	 25.1647
  3908474	3	4	10.73	151.7561	 24.2617
  3941985	3	4	10.56	151.9310	 23.9917
  3942031	3	4	11.44	151.9364	 24.2594
  3942155	3	4	11.06	151.9466	 25.0746
  3960259	3	4	 8.62	152.1577	 24.4494
  3960270	3	4	10.68	152.1735	 24.3504
  3960276	3	4	 7.49	152.1160	 24.3087
  3960336	3	4	 9.28	152.0637	 23.9385
  4077506	2	3	10.48	114.1172	 33.3488
  4077847	2	3	11.37	114.1200	 32.6942
  4078219	2	3	10.79	114.1481	 31.8765
  4132019	2	3	10.26	114.2948	 31.0230
  4132133	2	3	 8.06	114.2070	 31.2411
  4132769	2	3	13.71	114.2924	 32.5844
  4134996	2	3	13.16	114.3903	 34.2580
  4135255	2	3	 8.02	114.3474	 33.6599
  4136259	2	3	 7.86	114.3796	 31.6136
  4161406	2	3	10.83	114.5633	 30.9563
  4161582	2	3	13.84	114.4844	 31.2795
  4161599	2	3	11.77	114.5368	 31.3185
  4162799	2	3	 7.87	114.5411	 33.7075
  4164571	2	3	10.18	114.6921	 34.0620
  4164712	2	3	 8.78	114.6255	 33.7126
  4164713	2	3	 7.61	114.6257	 33.7117
  4164803	2	3	10.55	114.6250	 33.5102
  4164940	2	3	 5.75	114.5864	 33.1866
  4165850	2	3	10.19	114.6394	 31.3945
  4166514	2	3	 9.76	114.6429	 29.9195
  4166638	2	3	11.48	114.8020	 30.1693
  4196732	2	3	 9.81	114.8981	 33.4615
  4196967	2	3	11.14	114.9637	 32.9784
  4197040	2	3	10.80	115.0043	 32.8275
  4197342	2	3	10.32	115.0044	 32.2276
  4197458	2	3	 5.80	114.9752	 32.0094
  4197629	2	3	10.71	114.9877	 31.6562
  4198454	2	3	 9.49	114.9626	 29.9764
  4198930	2	3	10.89	115.1182	 30.7315
  4199640	2	3	10.45	115.0925	 32.2017
  4242955	2	3	10.13	115.0127	 33.7362
  4245866	2	3	11.51	115.1879	 32.1413
  4245871	2	3	11.42	115.2336	 32.1255
  4247375	2	3	10.28	115.3138	 30.5007
  4247397	2	3	 8.20	115.3273	 30.5554
  4247738	2	3	14.54	115.3283	 31.2428
  4248151	2	3	 8.97	115.3542	 32.0761
  4248278	2	3	14.19	115.3911	 32.3273
  4248446	2	3	 9.55	115.3005	 32.6322
  4248973	2	3	10.73	115.3765	 33.7335
  4284499	2	3	11.18	115.4820	 32.4563
  4284744	2	3	16.75	115.5555	 31.9507
  4284843	2	3	10.85	115.4902	 31.7829
  4285916	2	3	 5.50	115.5805	 30.1678
  4285935	2	3	11.81	115.6091	 30.2094
  4286025	2	3	11.99	115.5791	 30.4105
  4286080	2	3	 9.40	115.6429	 30.5091
  4287299	2	3	 8.04	115.6234	 32.9171
  4287518	2	3	10.31	115.6419	 33.3791
  4287805	2	3	 5.61	115.6809	 34.0002
  4298199	2	3	10.39	115.7904	 32.1962
  4298281	2	3	11.05	115.8317	 32.0400
  4298296	2	3	 8.72	115.7306	 32.0099
  4298631	2	3	10.35	115.8039	 31.3398
  4298680	2	3	 8.79	115.7811	 31.2432
  4299179	2	3	 9.80	115.8295	 30.3651
  4299199	2	3	 9.66	115.7073	 30.3370
  4299766	2	3	11.35	115.8867	 30.6269
  4299830	2	3	11.23	115.9748	 30.7477
  4300066	2	3	11.94	115.8784	 31.1987
  4300927	2	3	 5.21	115.8741	 32.4468
  4301481	2	3	11.29	115.8644	 33.0252
  4301491	2	3	10.57	115.9676	 33.0383
  4301593	2	3	 8.34	115.8609	 33.1339
  4371660	2	3	11.29	116.0798	 33.7730
  4371941	2	3	 8.77	116.0756	 33.2328
  4373827	2	3	14.94	116.1464	 30.3524
  4375457	2	3	 8.20	116.1393	 33.5652
  4375513	2	3	11.02	116.1302	 33.6812
  4375714	2	3	10.60	116.1594	 34.0727
  4377554	2	3	11.20	116.3976	 33.7806
  4386200	2	3	12.21	116.4623	 30.1261
  4388056	2	3	15.17	116.5139	 33.7436
  4388133	2	3	 9.26	116.4700	 33.8964
  4389920	2	3	10.95	116.5716	 33.8653
  4390067	2	3	16.04	116.5548	 33.5521
  4426794	2	3	10.17	116.6334	 30.1623
  4427281	2	3	10.65	116.7752	 30.7201
  4427741	2	3	10.62	116.8203	 31.6607
  4427861	2	3	 8.10	116.7925	 31.9366
  4430502	2	3	11.58	116.8677	 33.8649
  4430704	2	3	10.59	116.8676	 33.4400
  4430718	2	3	 3.50	116.8762	 33.4155
  4431276	2	3	10.16	116.9468	 32.1922
  4431490	2	3	 8.22	116.8668	 31.7407
  4431570	2	3	11.17	116.9291	 31.5648
  4432080	2	3	10.70	116.9634	 30.5739
  4486230	2	3	10.29	117.0708	 30.1843
  4486421	2	3	11.39	116.9975	 30.5762
  4487243	2	3	 8.94	116.9870	 32.3205
  4487675	2	3	 7.63	117.0992	 33.2724
  4489730	2	3	11.05	117.1639	 33.7517
  4490480	2	3	10.67	117.1573	 32.1066
  4491044	2	3	 8.22	117.1848	 30.9098
  4491131	2	3	14.25	117.2325	 30.7130
  4491231	2	3	11.40	117.2453	 30.5395
  4512316	2	3	10.30	117.2793	 32.9414
  4512727	2	3	 8.39	117.3072	 33.8549
  4515566	2	3	11.67	117.4267	 31.5527
  4516091	2	3	10.60	117.4630	 30.4573
  4516364	2	3	12.33	117.4297	 29.9175
  4516622	2	3	10.88	117.5322	 30.5212
  4517162	2	3	11.01	117.5480	 31.6387
  4555425	2	3	 8.54	117.5657	 33.1995
  4557666	2	3	 5.93	117.7597	 33.2337
  4557781	2	3	 8.59	117.8044	 32.9800
  4558219	2	3	10.11	117.6752	 32.0197
  4558440	2	3	10.96	117.7262	 31.5872
  4558650	2	3	10.33	117.7046	 31.1671
  4559000	2	3	11.85	117.7742	 30.3713
  4559038	2	3	16.49	117.7772	 30.2906
  4559741	2	3	11.06	117.9340	 31.0746
  4560045	2	3	 8.48	117.8443	 31.6511
  4560428	2	3	 8.25	117.8458	 32.4835
  4604924	2	3	10.63	118.0553	 33.7356
  4605387	2	3	10.72	118.0217	 32.6651
  4605490	2	3	11.24	117.9870	 32.4303
  4605772	2	3	10.44	118.0253	 31.8078
  4605846	2	3	13.45	118.0600	 31.6469
  4606456	2	3	 8.13	117.9586	 30.2463
  4607525	2	3	10.59	118.1967	 32.0220
  4607588	2	3	10.93	118.1810	 32.1513
  4607882	2	3	11.23	118.0867	 32.8650
  4608167	2	3	 8.34	118.1924	 33.5756
  4624167	2	3	 7.63	118.3930	 30.5939
  4624901	2	3	14.11	118.4300	 32.3306
  5799445	1	4	11.22	 79.0398	 23.0874
  5800165	1	4	15.21	 79.0241	 22.6041
  5800708	1	4	13.79	 79.0089	 22.2479
  5801320	1	4	 9.54	 78.9845	 21.8220
  5801565	1	4	 8.06	 79.0403	 21.6455
  5808123	1	4	 8.27	 79.1978	 19.3024
  5882269	1	4	12.04	 79.1408	 20.2548
  5883655	1	4	12.05	 79.1301	 21.2659
  5884824	1	4	14.33	 79.1074	 22.1206
  5888523	1	4	 8.42	 79.3017	 23.0870
  5889939	1	4	12.45	 79.2863	 22.1535
  5890984	1	4	12.84	 79.2241	 21.3944
  5890985	1	4	14.66	 79.2234	 21.3935
  5892614	1	4	12.40	 79.2519	 20.2124
  5950230	1	4	 8.57	 79.3168	 18.2793
  5950920	1	4	12.39	 79.4487	 18.1144
  5953640	1	4	 6.29	 79.3797	 20.1313
  5954586	1	4	12.14	 79.3830	 20.8033
  6017824	1	4	10.48	 79.4978	 20.8090
  6020981	1	4	14.44	 79.5473	 18.5307
  6022078	1	4	12.38	 79.7064	 18.1162
  6024777	1	4	11.85	 79.6915	 20.0977
  6084411	1	4	13.85	 79.6702	 22.8287
  6084611	1	4	13.59	 79.7255	 22.9629
  6087507	1	4	16.39	 79.8052	 22.9403
  6087511	1	4	 9.54	 79.8024	 22.9379
  6088659	1	4	 4.14	 79.8193	 22.0960
  6090723	1	4	11.37	 79.8497	 20.6678
  6091423	1	4	 5.23	 79.8110	 20.1344
  6091525	1	4	12.05	 79.8411	 20.0475
  6133695	1	4	10.12	 79.8014	 18.4812
  6135702	1	4	 9.54	 79.8662	 18.8162
  6138232	1	4	 9.07	 79.9193	 20.6403
  6139066	1	4	11.13	 79.9517	 21.2591
  6139457	1	4	11.53	 79.9884	 21.5307
  6139539	1	4	 8.03	 79.9066	 21.5846
  6238263	1	4	12.37	 80.0474	 22.3189
  6242148	1	4	 6.73	 80.0763	 19.5781
  6242388	1	4	12.36	 80.0068	 19.4155
  6243556	1	4	15.16	 80.0280	 18.4900
  6245408	1	4	11.68	 80.1282	 18.7063
  6246157	1	4	13.40	 80.2214	 19.2624
